id,text,category,source,date
7591,"Первые весенние Гаражки МИФа 🌸  Друзья, встречайте: команда мероприятий едет с книжной ярмаркой в Сочи и Иркутск! Везем с собой наши новинки и бестселлеры: серии «Мифы от и до», «Вечные истории» и современные романы авторов МИФ.Прозы, книги по саморазвитию и психологии, детскую литературу и комиксы.  Иркутск: приходите в гости 1 марта с 15:00 до 19:00 и 2 марта с 10:00 до 19:00 в арт-галерею Диас (ул. Седова, 40). UPD: друзья, по техническим причинам Гаражки в субботу не будет, приносим свои извинения.  Сочи: ярмарка пройдет 28 февраля-2 марта с 11:00 до 19:00 в арт-галерее ФОРТ (ул. Москвина, 7). Приглашаем вас на лекции:  28 февраля 18:00 — «Мифы, легенды и предания как источник вдохновения», Алиса Аве  1 марта 13:00 — «Автофикшн по-японски: как японцы мыслят и строят тексты о самих себе», Елена Хомухина 15:00 — «Дьяволиада: от мифов до современного фэнтези», Анастасия Чернова 17:00 — «Фантастические места и твари, которые в них обитают: репрезентация города в фантастической литературе», Олег Бокоев  2 марта 14:00 — «Еду по России – не доеду до конца: книжный туризм и локальная идентичность», Анна Кадикова  До встречи!  P. S. На днях опубликуем полный дайджест ярмарок на март — не пропустите.",книги,mifbooks,2025-02-26 16:25:21
7589,"Сделали красивые коллекционные открытки по мотивам серии «Читаем Россию» и наших детских книг — вкладываем одну из них в посылки за покупку от 2000 рублей на сайте. Разве это не повод заглянуть за новыми полкожителями? Они ждут вас здесь (а промокод System даст дополнительную скидку 10%) 📕  P. S. Хотите, разыграем такой комплект в нашем канале? Маякните сердечком 💘",книги,mifbooks,2025-02-26 10:54:34
7585,"⭐️ Open call «Вечные истории» для иллюстраторов ⭐️  Друзья, наша серия классики «Вечные истории» активно расширяется. Мы хотим чаще радовать вас любимыми произведениями!  Поэтому мы ищем новых иллюстраторов, чьи работы смогут органично вписаться в наш стиль — пусть книжной красоты станет еще больше 📚  График конкурса:  📌прием работ: 24.02.2025 — 09.03.2025 (включительно);  📌итоги конкурса: 18.03.202  Подробные условия участия — здесь. Порисуем?",книги,mifbooks,2025-02-25 17:54:13
7583,"«Закончила читать прекрасную книгу ""Дарующая жизнь"" Лизы Марчиано, — рассказывает наша читательница Лида. — Тот случай, когда жалеешь, что книга закончилась.  Еще недавно я не признавала не художественную литературу. Но, оказывается, всему свое время и своя книга. Надо только начать.  Книга о любви к женщине, от 0 до бесконечности. Она будет на пользу тем, кто беременна, кто мать, кто дочь. Психология через анализ сказок — это то, что нужно.   Спойлер: все женщины, БЕЗ ИСКЛЮЧЕНИЯ, всё могут, у всех были/есть/будут проблемы, травмы, радости и горести. Это нормально, это часть жизни. Но качество этой жизни зависит только от нас.   Понять, простить, принять. И любить себя. Заботиться о себе. Каждый день помнить, что ты у себя одна. Учиться проживать свою жизнь целиком и полностью — это звучит как план. Ни на что не намекаю, но прочтите».  #миф_читатель",книги,mifbooks,2025-02-25 15:58:43
7575,"Мы или не мы?  Полезные привычки прививать сложно. Ожидаешь одно, а получаешь... Если узнали себя, зовем вас на новый челлендж от МИФа «Меняем привычки». Чтобы ожидания наконец-то совпали с реальностью — будем загружать в себя полезные привычки по питанию, движению и сну.  А еще несем вам промокод FLASHFEB25 на скидку 25% — пользуйтесь на здоровье 🥦",книги,mifbooks,2025-02-25 06:26:00
7569,"«Нет идеальных семей, нет идеальных родителей, как нет и идеальных детей и отношений».   Из типографии приехала новая книга Валентины Паевской, известного психолога, нейропсихолога, ведущей популярных семинаров для родителей, автора бестселлера «Инструкция к себе».  Новинка «Несколько детей в семье» — для родителей, которые устали от детских ссор, ревности и конфликтов. В ней вы узнаете, как справиться с детской ревностью и избежать обид, как подготовить старших к рождению младших и как вырастить детей счастливыми. И найдете подробные рекомендации, которые подойдут любой семье, вне зависимости от количества детей, рабочего графика, степени усталости и финансового положения.   После каждой главы есть краткие выводы, а в конце книги — домашние задания, чек-листы и планеры, которые помогут в воспитании детей. Выбрали несколько цитат-советов из новинки.",книги,mifbooks,2025-02-24 16:03:15
7568,"«События все равно выстроятся должным образом» 💬  Проклятый старейшина — все его люто ненавидят, но лишь он сдерживает Глубинную тьму. Однажды в его теле просыпается попаданец. Теперь он проходит опасные квесты Системы, чтобы выжить. Кто же он в итоге — злодей или нет?  Книга недели — продолжение одной из самых читаемых серий МИФа «Злодейский путь» Эл Моргот. Глубокие герои с сильной динамикой. Переплетения китайской и европейской мифологий. Захватывающий сюжет с неожиданными поворотами. Баланс юмора и драмы — не оторваться!  Тома: 1 и 2 / 3 / 4 / 5  P. S. Используйте промокод System для дополнительной скидки на сайте 10%.",книги,mifbooks,2025-02-24 08:47:55
7567,Давайте почитаем? ;)  Иллюстрация: Yo Runner,книги,mifbooks,2025-02-23 17:00:19
7561,"«ЦЕХ» — флагманский курс от МИФа для всех, кто мечтает о своей книге. Вместе с экспертами пройдем весь путь от идеи и черновика до рукописи, научимся общаться с издательствами, подавать заявку и синопсис, проверять договор и выстраивать совместную работу над книгой. Делимся отзывами учеников прошлых потоков и готовим для вас вебинар про организацию писательского труда — приходите❤️  Посмотреть подробную программу «ЦЕХа» можно здесь.",книги,mifbooks,2025-02-23 12:33:29
7552,"Вечные истории — те, что хочется перечитывать или открывать для себя, если знакомство с ними еще не состоялось, но однажды должно было случиться. Любуемся нашими сериями книжной классики 📚",книги,mifbooks,2025-02-23 09:39:40
7545,"«И проклял Демон побежденный Мечты безумные свои, И вновь остался он, надменный, Один, как прежде, во вселенной Без упованья и любви!..»  «Демон» — знаменитая поэма о противостоянии добра и зла, о любви и гордости, которую Михаил Лермонтов писал почти всю свою жизнь. Выпустили книгу в подарочном оформлении с иллюстрациями Кориандр и предисловием доцента Школы лингвистики НИУ ВШЭ Бориса Орехова.  «Мне всегда было интересно рисовать образные и эмоциональные истории, и каждая из сцен “Демона“ Лермонтова буквально просится быть визуализированной. Романтизированный Дух Изгнания, Тамара — прекрасная, печальная, страстная. И потрясающий колорит Кавказа», — рассказывает о своей работе Кориандр.",книги,mifbooks,2025-02-22 14:23:37
7544,Читаем отзывы маленьких гостей нашей Гаражки и улыбаемся до ушей 😍,книги,mifbooks,2025-02-22 12:30:21
7543,"«Письмо — это время и усилия, это мысли о других. Самый ценный подарок. В этом оно напоминает домашнее варенье, даже если то оказывается ужасным на вкус, домашние вязаные носки, даже если они колют ступни, и первые неразборчивые каракули, которые вам с гордостью вручают дети».  Из новой книги автора «Службы доставки книг» Карстена Хенна «Письма на вощеной бумаге» ❤️",книги,mifbooks,2025-02-21 18:50:24
7542,"Атмосфера волшебства, шелест страниц и запах только отпечатанных книг. Что может быть лучше? «Только книги, в которых рассказывается о… книгах», — шепнет книголюб.  Принесли подборку для тех, кто очарован атмосферой библиотек и книжных магазинчиков. Добро пожаловать в мир книг — с промокодом bookshop любую книгу из подборки можно заказать на нашем сайте со скидкой 50% до конца февраля 📚",книги,mifbooks,2025-02-21 15:00:00
7535,"Зверь, что покачивается в водах омута, звездная повелительница Юга, парящая в небесах, говорящий благовещий зверь, знающий всех духов — на страницах этой удивительной книги оживают небожители и чудовища Древнего Китая.   Составитель Шан Мань погружает нас в главные эпизоды китайской мифологии, опираясь на знаменитые древние трактаты — «Каталог гор и морей», «Хуайнаньцзы» и другие источники, — дополняя их яркими иллюстрациями и комиксами современных художников. Неиссякаемый источник вдохновения, идей и красоты.",книги,mifbooks,2025-02-20 17:02:45
7528,"Ура — открыли запись на второй поток нашего флагманского курса «Книжный иллюстратор»!  Мы уверены, что иллюстраторы — не кто иные, как СОЗДАТЕЛИ МИРОВ. Благодаря им книга выглядит возвышенно, трогательно, хулигански — так, как хочется.  Сделали курс-погружение в мир книгоиздания и запускаем его второй раз. С нами эксперты МИФа: арт-директора, дизайнеры, редакторы и даже генеральный директор Дмитрий Утробин, а также иллюстраторы: Кориандр, бильвизз, Иван Сергеев, Виктория Самсонова, ALES и многие другие.   Вот что вас ждет:  ⏩Теория и практика: от персонажей и обложек до прав и личного бренда ⏩ 4 модуля обучения и 18 недель интенсивного погружения ⏩ Мастер-классы от топовых иллюстраторов ⏩7 воркшопов с разбором работ ⏩ Практика на реальных кейсах ⏩ Взгляд за кулисы издательского бизнеса ⏩ Шанс выиграть публикацию иллюстрации в книге МИФа — с вашим именем в выходных данных и гонораром, конечно  Обучение начнется в мае. До конца февраля к нему можно присоединиться по самой выгодной стоимости: с промокодом ILLUSTRATOR25, который даст скидку 35% (есть возможность рассрочки).  Подробная программа здесь",книги,mifbooks,2025-02-20 12:41:33
7519,"Мрачный и наполненный темными секретами, местами криповый и чудаческий, но при этом парадоксально уютный — таков город Габен, в котором разворачиваются события цикла Владимира Торина «Таинственные истории из Габена». В этой книжной вселенной истории пересекаются, сюжеты врастают один в другой, и читатель собирает паззл, выстраивает общую историю, как сыщик, находя спрятанные улики.   Уже в конце недели ждем из типографии продолжение цикла — роман «О носах и замках» (первая книга здесь). Доктору Доу приносят кое-что странное — и именно это «кое-что» запускает цепочку невероятных событий, неожиданных происшествий и незабываемых встреч. Крошечные тени, смеющиеся в потемках, заполонили город; ходят слухи о том, что в Габене появилась Машина Счастья. А газеты вещают ни много ни мало о Преступлении Века.",книги,mifbooks,2025-02-19 15:58:46
7518,"«Чем больше женщина подстраивается под мужской мир, тем больше она теряет себя. Это состояние напоминает миф о Прометее, который подарил людям огонь, но сам был прикован к скале в вечных страданиях».   Общество веками полагалось на патриархальные ценности. Истории великих завоеваний, революций и научных открытий чаще всего преподносятся через призму мужского опыта. Морин Мердок — доктор психологических наук, преподаватель, семейный консультант, писательница и художница — призывает нас увидеть, что традиционный мифологический нарратив и социальные установки не учитывают женский опыт.  Ее книга «Путешествие героини» — своего рода ответ «Тысячеликому герою» Джозефа Кэмпбелла — вобрала в себя 30-летний опыт изучения положения женщины в обществе. На примере историй клиентов, сновидческих образов и древних мифов она раскрывает новую модель, отличную от мужской — путь женщины, который ведет к целостности через примирение с собственной природой.  Давайте узнаем, как не заблудиться в темноте собственных страхов, исцелить душевные раны и вернуться к женскому началу. А заодно выполним упражнение на усмирение внутреннего тирана — подробности в этой статье 📕",книги,mifbooks,2025-02-18 18:35:42
7517,"Не обстоятельства определяют, кто мы, а то, что у нас за душой: 7 жизненных уроков, которым нас учат герои Пушкина  Книги Александра Сергеевича говорят с нами на языке вечности. Его истории пробуждают сокровенные чувства в самой глубине наших сердец. Его персонажи — воплощение человеческих страстей и слабостей, чести и благородства. Неподвластные времени, всегда живые, всегда актуальные. Мы вдохновились фильмом «Пророк» и решили вспомнить, чему все мы можем поучиться у пушкинских героев.   P. S. Полюбопытствуем — а кто ваш любимый персонаж, созданный Александром Сергеевичем?",книги,mifbooks,2025-02-18 14:58:04
7516,"Как не утонуть в процессе работы над книгой и довести текст до конца?   26 февраля в 19:00 (мск) проведем вебинар, который будет полезен всем, кто мечтает написать свою книгу. Ренат Шагабутдинов, шеф-редактор в МИФе, автор и соавтор нон-фикшна, и писательница Екатерина Звонцова расскажут о привычках, которые помогают писать регулярно, о первых шагах к собственной книге, а еще поразмышляют, существует ли рецепт бестселлера. Это хорошая возможность заглянуть в закулисье книгоиздания и пообщаться с экспертами вживую — приходите послушать и задать свои вопросы.  Записаться ✏️",книги,mifbooks,2025-02-18 08:08:29
7513,"«Господа отбросы Земли! Приветствую вас на Луне, а точнее — в специальной колонии для особо опасных преступников, ну или молодых подонков разных мастей, разозливших обитателей Земли настолько, что они буквально избавили планету от вас. Поздравляю, теперь ваш дом — „Мункейдж“!»  Этой весной издадим фантастическую космпооперу Ислама Ханипаева «Луна 84», которая так и просится в книжный шкаф всех поклонников антиутопий, киберпанка и сюжетов о будущем человечества.  История разворачивается в колонии «Мункейдж», куда попадает молодой хакер Дэниел Стоун, осужденный на Земле за свою деятельность. Тюрьма поражает его не столько насилием, сколько необычной системой клубов, в рамках которой каждый заключенный вынужден ежедневно бороться за собственную жизнь. Все это выглядит словно умело срежиссированная игра: два сектора — мужской и женский, разделенные решетками под напряжением и негласным правилом не общаться и уж тем более не строить отношений.  Начиная свой путь как трус и предатель, готовый на все ради выживания, Стоун обретает друзей и любовь и преодолевает немало испытаний. Все это происходит с ним для того, чтобы он смог понять одну истину: можно жить не только ради себя. Он решает спасти Луну, девушку с огненными глазами, и своих друзей, а для этого нужно разгадать главную тайну: что на самом деле представляет собой колония «Мункейдж»?  📕 Оформить предзаказ: Луна 84. В клетке Луна 84. Перерождение Луна 84. Цена свободы  «Это блестящая работа в духе лучших молодежных антиутопий: с каждой главой ставки становятся все выше, а финал невозможно предугадать. Ты жадно переворачиваешь страницы, чтобы узнать, что принесет новый день Дэниелу Стоуну в мрачной тюрьме „Мункейдж“: стремительный взлет или очередное падение?» — рассказывает о книге руководитель редакции МИФ.Проза Анна Неплюева.  Ислам Ханипаев — режиссер, сценарист, писатель. Лауреат литературной премии «Лицей» за дебютную повесть о взрослении «Типа я. Дневник суперкрутого воина». Финалист премии «НОС» (2021), победитель издательской программы арт-кластера «Таврида», финалист «Национального бестселлера», победитель читательского голосования премии «Ясная Поляна» (2022).",книги,mifbooks,2025-02-17 15:33:21
7512,"Друзья, розыгрыш завершен, поздравляем @TheSmileOfHell 🥳",книги,mifbooks,2025-02-17 14:31:00
7511,"Как применять бизнес-мышление в повседневной жизни?  Поговорим об этом в среду, 19 февраля, на лекции Артема Вахрушева — предпринимателя, экономиста, социолога, автора книг «Маркетинговые исследования на практике», «Хочу свой бизнес» и эксперта наших курсов.  На встрече обсудим, что такое бизнес-мышление и как применять его в разных сферах деятельности. Узнаем о ключевых навыках и компетенциях, необходимых для успешного ведения своего дела, и с каких шагов начать развитие предпринимательского мышления. А еще — представим новую книгу Артема, которая поможет разобраться, как организовать и провести маркетинговое исследование.   📍19 февраля в 19:00  Санкт-Петербург, «Дом Книги», Невский проспект, 28",книги,mifbooks,2025-02-17 13:38:58
7510,"Серия МИФа «Читаем Россию» — взрослая современная проза, авторы которой раскрывают своеобразие регионов нашей страны. Это истории о вечных ценностях (повесть-притча «Потерял слепой дуду»), культуре и природе, жизни и быте людей в разных уголках России, например на Крайнем Севере (роман «Хозяин белых оленей») и Курильских островах («Язычник»).  Сделали коллекционные открытки по мотивам этой серии — на этой неделе вкладываем любую из них в подарок в заказы от 2000₽.  Используйте промокод CARD10 для дополнительной скидки на сайте 10% 📕",книги,mifbooks,2025-02-17 09:34:01
7505,"— Иногда в моей голове происходит нечто похожее на эту бурю, — сказал Маленький Дракон.  — Если сосредоточиться, — ответила Большая Панда, — можно услышать, как разбиваются о камень капли дождя. Всегда можно найти минуту умиротворения — даже в бурю.  Согреваем сердца, перелистывая чудесную книгу «Большая Панда и Маленький Дракон» Джеймса Норбури 💖",книги,mifbooks,2025-02-16 15:49:26
7504,"В издательской кухне полно таинственных слов. Что такое нахзац? Как не перепутать каптал и ляссе? Почему 7БЦ звучит как шпионский шифр, а на самом деле это просто… кое-что важное?  Пройдите тест и выясните, кто вы: книжный маг, способный на глаз отличить 7БЦ от КШС, или тот, кто думает, что форзац — это фамилия немецкого писателя ;)  P. S. Делитесь, какие книжные термины вы узнали недавно и о каких нам стоило бы рассказать подробнее?  Иллюстрация Август Ро 🌟",книги,mifbooks,2025-02-15 16:28:18
7503,"«Недавно проводила книжную инвентаризацию в своей библиотеке и осознала, что в моей коллекции знатное пополнение классики в моем любимом оформлении от издательства МИФ, — пишет #миф_читатель Катерина. — И я просто залюбовалась, ну просто взгляните на эти корешки, такие все уникальные и красочные! ⠀ Кстати, это единственная серия, которую я собираю целенаправленно и осознанно, и я безумно рада, что книги продолжают выходить.  К слову, я слышала отрицательное мнение о том, что наоборот не нравится такое мультяшное оформление, но для себя я сделала вывод, что будь я подростком, который только начинает в школе изучать классику, то я была бы рада именно таким красивым обложкам и форзацам, потому что в мои годы, увы, классика была оформлена безумно строго и скучно».   Спасибо, что выбираете наши серии классики, дорогие читатели ❤️",книги,mifbooks,2025-02-15 10:09:43
7501,"Если вы однажды полюбили книги, то это навсегда ❤  Друзья, конечно, не могли оставить вас в День книгодарения без подарков. Нажимайте кнопку под этим постом, не забудьте проверить, что вы подписаны на наш канал, и уже в понедельник мы выберем счастливчика, которому отправим в подарок три книжные новинки. Удачи!   P. S. Еще есть несколько часов, чтобы купить книжные подарки со скидкой 50% — заглядывайте на сайт выбирать 📕",книги,mifbooks,2025-02-14 17:29:00
7492,"Эти книжки (и курсы) не крутят интрижки — может быть, они ждут именно вас? Выбирайте, с кем отправитесь на свидание этим вечером 💗",книги,mifbooks,2025-02-14 16:05:02
7491,"Отправляемся на поиски любви. Друг к другу и к самим себе. И дарим скидки до 50% на курсы, которые нам в этом помогут. Выбирайте то, что вам сейчас ближе. А затем переходите по соответствующей ссылке и применяйте промокод 14FEBRUARY — с ним ваш курс станет выгоднее ❤️  «В поисках любви» ❤️❤️❤️❤️ Курс для тех, кто хочет разобраться, почему порой влюбляется «не в тех» и хочет любить без боли и страданий. В основе — логотерапии Виктора Франкла.  «Диаграмма жизни 2.0: Отношения» ❤️❤️❤️❤️ Вместе с психологом Ириной Гиберманн вы проанализируете свою жизнь и свой способ построения отношений. В результате поймете, что вам стоит изменить и на что обратить внимание, чтобы значимые для вас связи приносили больше радости.  «Искусство прикосновений», 18+ ❤️❤️❤️❤️ Курс, который поможет сделать ваши отношения глубже, тактильнее. Вы откроете для себя десятки возможных способов взаимодействия с партнером. Психолог и сексолог Наталья Новикова расскажет как о привычных объятиях, так и о новых техниках — расслабляющих и возбуждающих.  «Сексуальный интеллект», 18+ ❤️❤️❤️❤️ Сексуальный интеллект (SQ) — умение свободно проявлять сексуальность и управлять ею. Человек с высоким SQ умеет быть честным с собой и другими, стремится понимать свою и чужую индивидуальность. На этом курсе будем его прокачивать.  «Путь к себе» ❤️❤️❤️❤️ Этот курс — честный разговор с собой, который наполнит вас энергией и желанием перемен. Он подскажет ответы на важные вопросы: «Как я хочу прожить год, десятилетие, жизнь? Что для меня важно? Как чувствовать себя хорошо?» Целый год внимания к себе — лучший подарок на свете.  «Меняем привычки» ❤️❤️❤️❤️ Любовь к себе — это не только про ванну с пенкой. Это забота о своем здоровье и полезные привычки. Здесь будем бережно их себе прививать.   «Антистресс: телесные практики» ❤️❤️❤️❤️ Забота о своем ментальном здоровье — это тоже любовь к себе. Здесь вы найдете простые практики для снятия тревоги и стресса через работу с телом.   «Быть с собой 3.0» ❤️❤️❤️❤️ Курс-знакомство с собой. Пригласите себя на свидание, во время которого вы поймете, что для вас действительно важно. Здесь вам не нужно ничего играть, пытаться произвести определенное впечатление. Просто будьте собой.",книги,mifbooks,2025-02-14 10:38:13
7490,"14 февраля —  не только День всех влюбленных, но и Международный день книгодарения (и это не случайность). Сегодня влюбленные в чтение по всему миру радуют близких, друзей, коллег и даже незнакомцев, передают книги в библиотеки, детские дома и благотворительные фонды. Потому что любовью невозможно не делиться.  Сегодня на сайте МИФа все-все книги со скидкой 50% — выбирайте, что вам по душе, и отмечайте праздник с размахом ❤️",книги,mifbooks,2025-02-14 07:14:56
7488,"Магия утра, Адская неделя, Дерзайнерский челлендж — мы в МИФе любим разные челленджи. И этой весной хотим запустить новый, про здоровье. Затронем три сферы: движение, питание и сон.   За 21 день «загрузим в себя» от одной до трех полезных привычек по игровому методу SuperBetter — будет нескучно. Это классное приключение — с чатом, мотивацией и поддержкой. Забросить не выйдет :)   С нами МИФовец Ренат Шагабутдинов — автор книг и курсов, ультрамарафонец, главред крупнейшего канала о беге, шеф-редактор направлений «Спорт», «ЗОЖ», «Саморазвитие». Во время челленджа он будет с вами на связи в чате, где расскажет о книгах по теме, поделится идеями и личным опытом обретения здоровых привычек.  Челлендж для вас, если... ✔️вам жизненно необходимо подзарядиться, добавить энергии и сил; ✔️не хватает драйва, ярких событий и приключений; ✔️если хочется не просто читать про силу привычек, а реально почувствовать ее в деле; ✔️ у вас есть «мечта о привычке», например, бегать каждый день; ✔️если в одиночку на перемены не хватает запала; ✔️вы заботитесь о своем здоровье и о здоровье своих близких;  Почитать подробности и записаться можно здесь",книги,mifbooks,2025-02-13 06:02:06
7487,"Однажды вечером в 1947 году Говард Хьюз обедал с актрисой Джейн Грир в ночном клубе Ciro’s на бульваре Сансет в Лос- Анджелесе. В какой-то момент он извинился и отошел в уборную. К удивлению Грир, он провел там целых полтора часа. А когда наконец вернулся, то поразил ее тем, что был мокрым с головы до ног.  — Что с тобой случилось? — спросила она.  — Ну, — ответил Хьюз, — я запачкал кетчупом рубашку и брюки, поэтому пришлось выстирать их в раковине.  Потом он попытался высушить одежду, развесив ее на стенке туалетной кабинки. А когда снова оделся, то не смог выйти из уборной. «Я не хотел прикасаться к дверной ручке. Пришлось ждать, пока кто-нибудь войдет».   Говард Хьюз, тот самый авиатор, которого сыграл в одноименном фильме Леонардо Ди Каприо, страдал от обсессивно-компульсивного расстройства (ОКР*) в классической тяжелой форме. И именно эту книгу прочитал актер перед съемками, чтобы лучше понять своего персонажа.  Порой в повседневной жизни мы можем пошутить «ой, да это всё мой ОКР». Но что же это на самом деле? Издали один из главных мировых бестселлеров по теме — доктор Джеффри Шварц, психиатр Медицинской школы Калифорнийского университета, описывает механизмы и симптомы расстройства, а также научно-обоснованную методику борьбы с ОКР. Вы сможете лучше понять что происходит в мозге человека с ОКР и как можно облегчить или устранить симптомы расстройства с помощью приемов когнитивно-поведенческой психотерапии.  *ОКР — психическое расстройство, симптомами которого являются беспокойные навязчивые страхи, мысли и фантазии, а также выполнение ненужных ритуалов в повседневной жизни.",книги,mifbooks,2025-02-12 16:54:40
7485,"Друзья, напоминаем — уже завтра пройдет четвертая онлайн-встреча Книжного Клуба МИФ.Прозы 💜  12 февраля в 20.00 увидимся с Натальей Способиной и обсудим трилогию «Прядущая». Поговорим о трех томах истории, о главных героях и творчестве. Приходите — будет волшебно. Больше подробностей  Если вы хотите обсудить историю и пообщаться с автором, ищете таких же влюбленных в книги — ждём вас в среду вечером.   📌Присоединяйтесь к нам в Zoom: us06web.zoom.us/j/82857699801?pwd=2mqguaQ4A8ZyNaiaADHE6aw44tLF6n.1 Идентификатор конференции: 828 5769 9801  Код доступа: 192951  Вы можете присоединиться к встрече через браузер по ссылке выше или клиент Zoom с компьютера, ноутбука или телефона. Клиент для компьютера можно заранее скачать здесь.  #мифпроза_книжныйклуб",книги,mifbooks,2025-02-12 15:16:13
7484,"Друзья, сегодня в 8 заглядывайте к нам на огонек 🌟",книги,mifbooks,2025-02-12 15:16:13
7481,"«Я и сейчас думаю так: невозможно найти книгу — она должна появиться сама. Работая в букинистическом магазине, я понял, как бессмысленно искать их. Даже если они где-то и существуют, мы порой не можем встретиться с ними по нескольку лет. Бывает и наоборот. Кажется, что какую-то книгу отыскать невозможно, но она внезапно появляется спустя всего пару дней. Это не объяснить ни законами природы, ни психологическими теориями. Книги приходят к людям, когда сами захотят. Поверить в это непросто, но я верю».  Юн Сонгын — владелец реально существующей букинистической лавки в Сеуле, а еще он хранитель историй. Его работа — находить редкие книги, но платой за это служат не деньги, а рассказы о том, почему эти книги так важны для их владельцев. Каждый заказ превращается в эмоциональное путешествие, где поиск книги — это детективное расследование, а ее находка — победа, наполненная глубоким смыслом.   «Продавец редких книг» —  это 28 трогательных и удивительных историй, каждая из которых раскрывает, как книги становятся частью жизни. Они спасают, вдохновляют, возвращают к воспоминаниям и соединяют судьбы.  Делимся трогательной историей пожилого мужчины, который искал книгу «Начало любви и понимания» японского писателя Курады Хакудзо 💔",книги,mifbooks,2025-02-11 19:17:23
